ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,cashflow_period_semantics,ttm_cashflow_status,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,margin_mad_z,ocf_margin_mad_z,one_off_suspected,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,sec_status,sec_max_divergence,sec_confidence_penalty,model_family,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,share_count_alignment,statement_shares_diluted_raw
TMUS,"T-Mobile US, Inc.",NASDAQ,common_stock,False,2007-04-19,Communication Services,Telecommunications Services,US,1082204716.9978533,0.301,196604130937.38998,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,181.67,2026-06-18,196604130937.0,1125229488.7845454,True,8,2025,ttm,2026-04-28,discrete,ok,90530000000.0,0.10713963255832692,0.17368173198817086,0.5434331160941125,0.20364520048602675,18436000000.0,0.0,0.12487129857199122,11304598659.722366,8706945313.498741,-1669387947.5693274,-1.5147982425249307,0.05256762249643324,0.22978731261631727,0.08348408532410032,1.990527861070957,114209000000.0,117729000000.0,True,4.903191489361702,3.507324263734914,0.008490542019908858,1.3040028617105188,1.4797429077670874,False,4238000000.0,12306000000.0,-0.04249120632732084,2.2314536491523387,1102053000.0,unchecked,,0.0,general_dcf,0.0738550203431021,0.01205966360135588,True,0.0446,0.065,0.045904676168067496,0.018484085324100313,51,1.0,,
PEP,"PepsiCo, Inc.",NASDAQ,common_stock,False,1972-06-01,Consumer Defensive,Beverages - Non-Alcoholic,US,1366940931.0026755,0.359,194132951020.62003,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,142.02,2026-06-18,194132951021.0,1114389743.270303,True,8,2025,ttm,2026-04-16,discrete,ok,95449000000.0,0.054781936748586224,0.03876693159835173,0.5405714046244592,0.14794288049115234,14121000000.0,0.0,0.14184361835179532,13538831528.06051,10882967225.302153,7687946565.833124,5.607546729272884,0.008174479883391544,0.19616643410133489,0.17936782048978478,0.1883050065357062,41900000000.0,52728000000.0,True,12.194300518134716,2.3006808697562047,0.003941036862847563,0.609926213935702,-0.7381070623707936,False,7722000000.0,999000000.0,-0.0038601107950168023,1.466868932038835,1371000000.0,unchecked,,0.0,general_dcf,0.06028676979955816,0.01874556692862587,True,0.0446,0.065,0.047908480527560436,0.11436782048978478,63,1.0,,
AMGN,Amgen Inc.,NASDAQ,common_stock,False,1983-06-17,Healthcare,Drug Manufacturers - General,US,539708000.0,0.416,182205420800.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,337.6,2026-06-18,182205420800.0,1014713415.5699999,True,8,2025,ttm,2026-04-30,discrete,ok,37238000000.0,0.06433283393956057,0.06260836913514542,0.7146194747301144,0.3162898114828938,11778000000.0,0.0,0.3267543447010294,12167678287.976933,10700464885.098955,11692461356.886261,21.49349514133504,0.06851109501489834,0.1205828563307557,0.19013813892861603,0.12051756984447885,45285000000.0,57323000000.0,True,4.357380688124306,2.715905001799208,0.015289109613338063,-0.16951900026674133,-1.268167761492118,False,5203000000.0,0.0,0.0018450226334196795,1.2914018933990403,544000000.0,unchecked,,0.0,general_dcf,0.03934323436182696,0.027234267562591737,True,0.0446,0.06548693737182817,0.05241326176268696,0.12465120155678786,49,1.0,,
APP,AppLovin Corporation,NASDAQ,common_stock,False,2021-04-15,Technology,Software - Application,US,335939529.0008729,2.455,157794156166.59,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,469.71,2026-06-18,157794156167.0,2489409578.4642425,True,8,2025,ttm,2026-05-06,discrete,ok,6164192000.0,0.4146597473550675,0.4708435914041734,0.8836681271446444,0.7708820555881453,4751865000.0,0.0,0.30745539335669747,1895214076.0862076,1705692668.477587,1415941540.9844582,4.180160367091268,0.28261807476897743,0.1,1.3712427464879504,,755351000.0,3514022000.0,True,23.14742287626591,0.15414002187855697,0.11456586699122659,1.159822798415075,3.0350549870533428,False,0.0,2172756000.0,-0.030373028611091257,1.3286645693414947,338729000.0,unchecked,,0.0,general_dcf,0.4465759283705224,0.03147699747443073,True,0.0446,0.14,0.05364,1.2312427464879505,43,1.0,,
GILD,"Gilead Sciences, Inc.",NASDAQ,common_stock,False,1992-01-22,Healthcare,Drug Manufacturers - General,US,1241569873.9980607,0.331,153656687606.24002,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,123.76,2026-06-18,153656687606.0,869271585.7960606,True,8,2025,ttm,2026-05-07,discrete,ok,29734000000.0,0.04164727434795856,0.04308375701041452,0.793536019371763,0.3825586870249546,11375000000.0,0.0,0.27457344275875006,8164166746.988674,6263710792.258919,8778787673.182442,7.000628128534642,0.1100779741409741,0.23278014935580926,0.2432851750969466,,12357000000.0,22174000000.0,True,11.318407960199005,0.8746460928652322,0.029039437991236,0.7888076228448808,0.12491891678737957,False,4033000000.0,1611000000.0,-0.0021175288352626165,1.4132391879964696,1254000000.0,unchecked,,0.0,general_dcf,0.0423538168650166,0.015773907348799174,True,0.0446,0.06658928917185129,0.04572630309839377,0.17669588592509533,42,1.0,,
HON,Honeywell International Inc.,NASDAQ,common_stock,False,2001-02-21,Industrials,Conglomerates,US,633653118.9991704,0.843,145112900782.19,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,229.01,2026-06-18,145112900782.0,1021841124.1533333,True,8,2025,ttm,2026-04-23,discrete,ok,36763000000.0,-0.01561271176106549,0.07890035363232244,0.36947474362810434,0.14873650137366373,5468000000.0,0.0,0.1807451473825378,6644733853.224237,5346295955.384188,5280400072.405077,8.271303371561837,0.009014851418660487,0.19540856361161937,0.09635150290557949,0.031369920020666665,24349000000.0,36739000000.0,True,3.867043847241867,3.587593929571239,0.005588040441282369,-3.200864600887407,-1.7241495208856938,False,3025000000.0,2902000000.0,-0.02230619279432655,1.0687116564417178,638400000.0,unchecked,,0.0,general_dcf,0.012855878336494264,0.0236340533665917,True,0.0446,0.08297581895192736,0.06806843551845701,0.013375683953652129,56,1.0,,
ISRG,"Intuitive Surgical, Inc.",NASDAQ,common_stock,False,2000-06-16,Healthcare,Medical - Devices,US,354163000.0,1.453,144066425140.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,406.78,2026-06-18,144066425140.0,1011385131.9036363,True,8,2025,ttm,2026-04-22,discrete,ok,10582100000.0,0.1526066469941605,0.09749375282512826,0.6629213483146067,0.3045425766152276,3222700000.0,0.0,0.2869455859558496,3036486885.1433964,2676805826.4624786,1802952976.134245,5.010986592924527,0.030321482846699697,0.11845302558055734,0.2197763862470826,0.22610213095241274,-4547900000.0,0.0,True,,-1.148778701154361,0.08103351252978293,0.36271593462851354,0.16399593030808637,False,0.0,3418500000.0,-0.0020299003963198947,1.0397830018083183,359800000.0,unchecked,,0.0,general_dcf,0.1745678659764931,0.08020477813684736,True,0.0446,0.11725000000000001,0.05254019967539878,0.10252638624708259,57,1.0,,
BKNG,Booking Holdings Inc.,NASDAQ,common_stock,False,1999-03-31,Consumer Cyclical,Travel Services,US,774878435.9995342,1.088,133108617736.08,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,171.78,2026-06-18,133108617736.0,1357027796.5542424,True,8,2025,ttm,2026-04-28,discrete,ok,27687000000.0,0.09210498198705142,0.35718039902782467,1.0,0.3427962581717051,9491000000.0,0.0,0.30839491031182165,8538529881.803406,6771931314.877105,8445713800.090613,10.63691914369095,0.14068691872699712,0.206897275219605,-1.296699045803743,,2919000000.0,18943000000.0,True,7.773136773136773,0.28600823045267487,0.024806927217411654,0.5603306784400723,-0.28073297292257443,False,1272000000.0,8040000000.0,-0.07440976939684663,1.7122872464443926,794000000.0,unchecked,,0.0,general_dcf,0.1011907925066522,0.027210884360449415,True,0.0446,0.09255520304468756,0.04726892239691154,-1.3892542488484305,51,1.0,,
SBUX,Starbucks Corporation,NASDAQ,common_stock,False,1992-06-26,Consumer Cyclical,Restaurants,US,1139700000.0,0.977,114710805000.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,100.65,2026-06-18,114710805000.0,786325051.6966666,True,8,2025,ttm,2026-04-28,discrete,ok,38464900000.0,0.060062777447075,0.10019096981228007,0.20357000798130243,0.09283008665042675,3570700000.0,0.0,0.1516728793480779,5834082136.835882,4543378668.03534,3402983153.0193686,2.976717243718832,0.03381494328824059,0.22123505266598043,0.19546857847923407,-0.297353315146048,22691100000.0,24391400000.0,True,6.051008303677343,2.8402573506402473,0.008522177564254952,-3.9684716722530897,-1.059619480846809,True,2797900000.0,0.0,-0.0044217674909690086,1.6207822595655295,1143200000.0,unchecked,,0.0,general_dcf,0.024321250202370193,0.04964724326384985,True,0.0446,0.08520236397762077,0.04641439086110757,0.11026621450161331,51,0.85,,
VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,common_stock,False,1991-07-24,Healthcare,Biotechnology,US,253805417.00064212,0.31,114626140479.70999,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,451.63,2026-06-18,114626140480.0,583812803.2272727,True,8,2025,ttm,2026-05-05,discrete,ok,12255100000.0,0.2173528009112493,0.13910831424531936,0.8628244567567788,0.3896989824644434,4775800000.0,0.0,0.37779085295187886,4629864682.010571,3923893592.2986026,3343254068.2428284,13.044299915110528,0.15341957289832112,0.15248201366554676,0.28702754980861045,0.13529162365860806,-5260200000.0,1986500000.0,True,463.66990291262135,-1.0534938214736336,0.05889028492684311,0.09307502637870187,-0.2519159033580512,False,0.0,1930699999.0,-0.0036152671940365977,0.9479301363917834,256300000.0,unchecked,,0.0,general_dcf,0.08787789407997648,0.009976976204275359,True,0.0446,0.06927483654563811,0.05051207198553342,0.21775271326297235,44,1.0,,
CDNS,"Cadence Design Systems, Inc.",NASDAQ,common_stock,False,1987-06-10,Technology,Software - Application,US,275816000.0,1.149,106848360240.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,387.39,2026-06-18,106848360240.0,877441765.9184849,True,8,2025,ttm,2026-05-01,discrete,ok,5528613000.0,0.13837522331577512,0.02870874921909758,0.8885215876025325,0.31105975404681063,1719729000.0,0.0,0.27587571713297987,1525210076.1257153,1310041148.329947,1213157007.314973,4.43202852247684,0.044373820522363695,0.14107494512646584,0.18238935683361482,0.26272291701168327,1537246000.0,3083354000.0,True,14.447133640243289,0.7744199203135067,0.08429147749406196,0.7267728821300504,-1.4519446032949765,False,0.0,775027000.0,-0.0015611614866534174,1.2958591702972884,273725000.0,unchecked,,0.0,general_dcf,0.17539527750748096,0.00967741937354783,True,0.0446,0.10062353790426269,0.05119193327046263,0.08176581892935213,48,1.0,,
FTNT,"Fortinet, Inc.",NASDAQ,common_stock,False,2009-11-18,Technology,Software - Infrastructure,US,732648390.997029,1.109,106036201629.43,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,144.73,2026-06-18,106036201628.99998,761781025.2690909,True,8,2025,ttm,2026-05-08,discrete,ok,7109500000.0,0.20864941060273168,0.0667698949825676,0.8067374639566777,0.310598494971517,2208200000.0,0.0,0.21223779387210398,1508904595.5337234,1350813553.0686312,1984847121.5502534,2.672115134020266,0.057877416315796563,0.10477205976642474,-1.093144402578954,,-2798100000.0,496800000.0,True,113.82474226804123,-1.1152696400813105,0.043302327143288896,1.8510135036906843,0.7213491952490667,False,0.0,3112800000.0,-0.02656998785497633,1.3977554764217115,742800000.0,unchecked,,0.0,general_dcf,0.15561515647620583,0.0358974359500002,True,0.0446,0.09983224789596573,0.05335558523792108,-1.1929766504749197,41,1.0,,
MAR,"Marriott International, Inc.",NASDAQ,common_stock,False,1998-03-23,Consumer Cyclical,Travel Lodging,US,263688623.0010096,1.105,104473432432.59999,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,396.2,2026-06-18,104473432433.0,550785937.7651515,True,8,2025,ttm,2026-05-06,discrete,ok,26577000000.0,0.033741498293627714,0.28563121655714824,0.21383150844715357,0.16017609210971892,4257000000.0,0.0,0.13818482151354172,3672538001.3653984,2923790416.3465614,2211552647.639353,8.20917835055439,0.050203094074418336,0.2038774233896185,0.2635376211998751,1.12170246356831,16952000000.0,17406000000.0,True,5.122743682310469,3.4723473986071283,0.009012449400442985,0.6058150266538457,0.7034798168670011,False,722000000.0,3249000000.0,-0.06139649755319576,1.1574736842105262,269400000.0,unchecked,,0.0,general_dcf,0.06474641479082988,0.036058550524066875,True,0.0446,0.09236642847762706,0.047448905565978736,0.17117119272224807,43,1.0,,
MNST,Monster Beverage Corporation,NASDAQ,common_stock,False,1985-12-09,Consumer Defensive,Beverages - Non-Alcoholic,US,978008109.9956207,0.542,89331260767.40001,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,91.34,2026-06-18,89331260767.0,424556021.3630303,True,8,2025,ttm,2026-05-08,discrete,ok,8793076000.0,0.11766377971547848,0.04434610254434771,0.554707021752115,0.29336332359688466,2579566000.0,0.0,0.30803030191925174,2708533855.0789266,2079286813.8991566,1873853084.2608733,1.8961172935214017,0.03716005013180924,0.23232016834489,0.3448739651544251,0.23892665820974032,-2984993000.0,0.0,True,806.114375,-1.106553369175614,0.012143138082634732,-0.31119495069075415,-0.1319554759545608,False,0.0,220983000.0,-0.025060425936664577,1.1011555384815621,988258000.0,unchecked,,0.0,general_dcf,0.16602685090991565,0.056663168920013045,True,0.0446,0.0717,0.045753717966644555,0.2731739651544251,41,1.0,,
ADP,"Automatic Data Processing, Inc.",NASDAQ,common_stock,False,1980-03-17,Industrials,Staffing & Employment Services,US,399734282.00173986,0.845,87305964531.62,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,218.41,2026-06-18,87305964532.0,638697209.8245454,True,8,2025,ttm,2026-04-30,discrete,ok,21600500000.0,0.06389343834085914,0.02549184149191223,0.4747575287609083,0.19199092613596908,4147100000.0,0.0,0.22604047931542276,4882587373.452789,3757032840.0595417,3423180462.5419044,8.509024266820543,0.02293935721744688,0.23052419696839876,0.4302288063895208,1.6727003162548022,1067100000.0,4295500000.0,True,9.17703031644169,0.21501974691706294,0.012680574505535709,-1.2020004475215156,1.7491490353060157,False,2568900000.0,1787200000.0,-0.015108784872464032,1.2107998137117926,402300000.0,unchecked,,0.0,general_dcf,0.06989335465319657,0.003193430620181563,True,0.0446,0.08492787691486171,0.045860757860683436,0.3453009294746591,49,1.0,,
CSX,CSX Corporation,NASDAQ,common_stock,False,1980-11-03,Industrials,Railroads,US,1858140000.0,1.222,84786928200.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,45.63,2026-06-18,84786928200.0,568525700.6145455,True,8,2025,ttm,2026-04-22,discrete,ok,14151000000.0,0.02021319242870323,0.10581732614064787,0.3753798318140061,0.33446399547735145,4733000000.0,0.0,0.3882619842609072,5494295339.276097,4203686522.1317806,3298074975.5440044,1.7712540147926985,0.02796185612539318,0.23489978922654003,0.11386407878473057,-0.12815277880637105,18228000000.0,19337000000.0,True,5.581367924528302,2.8467905669217553,0.0,-2.104939388312571,-1.652794163162998,False,987000000.0,867000000.0,-0.04547420374920552,1.5121037463976945,1862000000.0,unchecked,,0.0,general_dcf,0.047865900767390945,0.021650879534356775,True,0.0446,0.09453874004124724,0.04559997256209821,0.019325338743483328,57,1.0,,
ABNB,"Airbnb, Inc.",NASDAQ,common_stock,False,2020-12-10,Consumer Cyclical,Travel Services,US,593513629.0007725,1.159,84522275905.89,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,142.41,2026-06-18,84522275906.0,517770994.7269697,True,8,2025,ttm,2026-05-07,discrete,ok,12647000000.0,0.18861479137930015,0.3026148861376214,0.8291294378113386,0.2049497904641417,2592000000.0,0.0,0.1123329728199328,1420675107.2536902,1137174113.5843213,3340090034.9874797,5.493569136492566,0.4032439158857423,0.1995537137392413,-1.094858455930283,4.443422297746731,-9531000000.0,2534000000.0,True,,-3.61707779886148,0.12673392181588902,0.5966014923302362,-0.5914503911773416,False,0.0,4206000000.0,-0.03661867752640424,1.7061933534743203,608000000.0,unchecked,,0.0,general_dcf,0.14713207968462516,0.022190408048906988,True,0.0446,0.1015361166717796,0.0677177558176602,-1.1963945726020626,42,0.95,,
CMCSA,Comcast Corporation,NASDAQ,common_stock,False,1980-03-17,Communication Services,Telecommunications Services,US,3572228793.000446,0.658,80125091826.99,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,22.43,2026-06-18,80125091827.0,822072279.6236364,True,8,2025,ttm,2026-04-23,discrete,ok,125278000000.0,0.039212419385326935,0.06690455242293739,0.7013042992384936,0.1528360925302128,19147000000.0,0.0,0.1873066409912772,23465401370.105225,17878826400.418068,14335640313.82956,3.963406224448316,0.011257406351705423,0.23807711112942734,0.08412354861205212,-0.010702595763399403,85144000000.0,94612000000.0,True,4.299797889063552,2.407101662331788,0.010207942618366071,-3.0902712821471416,1.006722720902849,True,4918000000.0,6417000000.0,-0.06535161292900282,1.7090538537549407,3617000000.0,unchecked,,0.0,general_dcf,-0.01534107732636536,0.02081796573628705,True,0.0446,0.065,0.04541060417668613,0.01912354861205212,56,0.85,,
ADBE,Adobe Inc.,NASDAQ,common_stock,False,1986-08-13,Technology,Software - Application,US,397500008.99774545,1.404,77576101756.44,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,195.16,2026-06-18,77576101756.0,1423692480.9775758,True,8,2025,ttm,2026-06-15,discrete,ok,25198000000.0,0.14827553206887933,0.054384928908278986,0.8911818398285578,0.36074291610445275,9090000000.0,0.0,0.33594547644152983,8465154115.373669,7032737389.533409,8454939010.762488,21.032186593936537,0.024840373506339972,0.1692133074386478,0.5828394717436669,,1439000000.0,7065000000.0,True,67.33333333333333,0.14610620367550006,0.08746803069053709,0.7623150701511671,-0.14041322967118905,False,0.0,11892000000.0,-0.05143219139045718,1.4068723702664796,402000000.0,unchecked,,0.0,general_dcf,0.11638360946398985,0.02224736046953869,True,0.0446,0.10935064602601625,0.04951488687665659,0.47348882571765066,3,1.0,,
MDLZ,"Mondelez International, Inc.",NASDAQ,common_stock,False,2001-06-13,Consumer Defensive,Food Confectioners,US,1283649766.0013306,0.4,77173023931.92,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,60.12,2026-06-18,77173023932.0,525062655.9584849,True,8,2025,ttm,2026-04-28,discrete,ok,39304000000.0,0.05818855387889599,0.04787726109874894,0.2877060858945654,0.09553734988805211,3755000000.0,0.0,0.1467575459152321,5768158584.652283,4392327790.50311,3950357942.986692,3.057552587451,0.02488375624392211,0.23852166578948364,0.062365886079228945,-0.5531695634595382,20098000000.0,21622000000.0,True,6.155737704918033,3.916212003117693,0.004033917839795834,-2.013059236102733,-2.4383268454805664,False,2508000000.0,863000000.0,-0.022903224484404072,1.0648449360225547,1292000000.0,unchecked,,0.0,general_dcf,0.04328511433811677,0.0413533834604318,True,0.0446,0.065,0.045384108718946777,-0.002634113920771057,51,1.0,,
MPWR,"Monolithic Power Systems, Inc.",NASDAQ,common_stock,False,2004-11-19,Technology,Semiconductors,US,49130000.0,1.691,76824581000.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,1563.7,2026-06-18,76824581000.0,1103337692.4942424,True,8,2025,ttm,2026-05-04,discrete,ok,2957090000.0,0.2508627848368101,0.16142794789652803,0.551750538536196,0.2708842138724219,801029000.0,0.0,0.2308215064033451,682559968.3702677,606641251.6249359,369742896.4298964,7.508689663902693,0.0418117682474096,0.1112264420173969,0.30815612094581896,0.23276839249069248,-1367109000.0,0.0,True,,-1.5948560369295812,0.08221036839839391,0.7757605460584133,-0.4318947733108984,False,303188000.0,7318000.0,0.006056684480668428,1.360878805442853,49242000.0,unchecked,,0.0,general_dcf,0.3290385570760652,0.029649595604211616,True,0.0446,0.12915000000000001,0.05297090405576314,0.17900612094581894,45,1.0,,
ROST,"Ross Stores, Inc.",NASDAQ,common_stock,False,1985-08-08,Consumer Cyclical,Apparel - Retail,US,320781076.0008591,0.866,74677834492.8,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,232.8,2026-06-18,74677834493.0,622623058.0415151,True,8,2025,ttm,2026-06-02,discrete,ok,23776064000.0,0.061478219668546163,0.2014669128565263,0.2832502753609681,0.12217804427175162,2904913000.0,0.0,0.12068597176322433,2869437388.544615,2185764944.375859,1998989878.7651622,6.222904634873852,0.030436410222433256,0.23826010175308832,0.3208454271649035,0.13945448458229762,592170000.0,4723150000.0,True,79.4278019303858,0.1725957565874324,0.007397244545574543,0.09789368765130978,0.8701245401357728,False,538343998.0,1180290000.0,-0.02372314116180152,1.3414047329449672,321231000.0,unchecked,,0.0,general_dcf,0.06580763997903549,0.010222222207058793,True,0.0446,0.08537187893226231,0.04539969793551594,0.2354735482326412,16,1.0,,
INTU,Intuit Inc.,NASDAQ,common_stock,False,1993-03-12,Technology,Software - Application,US,273537000.0,0.964,73034379000.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,267.0,2026-06-18,73034379000.0,1548709523.108485,True,8,2025,ttm,2026-05-20,discrete,ok,20925000000.0,0.17679911512930202,0.0717112420581363,0.8102747909199522,0.2746953405017921,5748000000.0,0.0,0.25922285642412646,5424238270.674846,4449223482.9875965,4795985230.508203,17.376758081551458,0.02722173438210102,0.1797514672167867,0.2272296769211967,0.14923128059271104,120000000.0,6900000000.0,True,15.922437673130194,0.018226002430133656,0.11912803193122505,0.5461810021375558,1.6879036417444255,False,1316000000.0,4208000000.0,-0.009479243496282042,1.6483293958825516,276000000.0,unchecked,,0.0,general_dcf,0.13957078788579524,0.0018717828840267934,True,0.0446,0.08900937827792178,0.04888681255387951,0.1382202986432749,29,1.0,,
ORLY,"O'Reilly Automotive, Inc.",NASDAQ,common_stock,False,1993-04-23,Consumer Cyclical,Specialty Retail,US,828715078.9958544,0.523,71965617460.36,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,86.84,2026-06-18,71965617460.0,568395123.3257576,True,8,2025,ttm,2026-05-08,discrete,ok,18205607000.0,0.09309116056016165,0.035316153389495425,0.51631714339434,0.19558556877559755,3560754000.0,0.0,0.19813277759802017,3607127482.767959,2811909333.6465187,2299943973.1365633,2.7298519827950605,0.009775632056100799,0.22045745622254057,0.37451865338884893,0.19740063058460058,8478592999.0,8731224999.0,True,14.821344877104622,2.0754814848813536,0.0017398535945232336,-0.2257960149535964,-0.544091503067144,False,0.0,2460477000.0,-0.031709650607369966,1.2777481690046424,842516000.0,unchecked,,0.0,general_dcf,0.07255594705007606,0.008407777212718496,True,0.0446,0.0681219537717405,0.046460735609136584,0.3063966996171084,41,1.0,,
AEP,"American Electric Power Company, Inc.",NASDAQ,common_stock,False,1962-01-02,Utilities,Regulated Electric,US,544105000.0,0.518,69476767450.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,127.69,2026-06-18,69476767450.0,557921369.990303,True,8,2025,ttm,2026-05-05,discrete,ok,22163800000.0,0.04351225641155998,0.0730181891433208,0.40393795287811657,0.23469802109746524,5201800000.0,0.0,0.19810734374412714,4390811545.276085,3951730390.7484765,-2170754595.322369,-3.96808026747272,0.026911118880628124,0.1,0.056381285000301075,0.08173681135634871,51227000000.0,51776000000.0,True,2.494030781032747,5.844895258089544,0.0,1.0986557229601785,0.9378630987193857,False,2027000000.0,0.0,0.021333592798721934,2.2699153118065305,547054104.0,unchecked,,0.0,general_dcf,0.08991466061824482,0.062111801234517164,True,0.0446,0.07290832969128246,0.07614000000000001,-0.01652704469098138,44,1.0,,
TER,"Teradyne, Inc.",NASDAQ,common_stock,False,1970-09-14,Technology,Semiconductors,US,156542161.99990866,1.794,68552943583.04,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,437.92,2026-06-18,68552943583.0,1573432085.2348485,True,8,2025,ttm,2026-05-01,discrete,ok,3786838000.0,0.0614891194634577,0.1684911415087237,0.5878553558404136,0.26915040991983286,1019229000.0,0.0,0.23338936981766334,883807734.4215806,772766026.4077842,645040678.0818728,4.091962991206786,0.043379353918966974,0.12564011796804314,0.29898942004408796,-0.32082571804789234,-163199000.0,82398000.0,True,68.5656912209889,-0.14207587002415828,0.0,0.9082668972746574,-0.9020840814745562,False,77269000.0,550138000.0,-0.024346695038381383,1.2393265139055851,157636000.0,unchecked,,0.0,general_dcf,0.46623635233970595,0.07726269319337979,True,0.0446,0.13420133160100248,0.05211184896910463,0.16478808844308548,48,1.0,,
CTAS,Cintas Corporation,NASDAQ,common_stock,False,1983-08-19,Industrials,Specialty Business Services,US,400136881.000878,0.934,68363386118.85,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,170.85,2026-06-18,68363386119.0,383002069.82151514,True,8,2025,ttm,2026-04-07,discrete,ok,11027210000.0,0.06911779918813399,0.038517289252215904,0.5036170527268456,0.22951671365649154,2530929000.0,0.0,0.1983947976835504,2187741096.9640236,1777719597.212265,1569677666.139775,3.8582565607266197,0.02667566848079398,0.18741774349842139,0.27336008880403845,0.6799586534569824,2734983000.0,2918187000.0,True,24.217330564831737,0.901169583706489,0.012190340031354805,0.8936642980836059,0.5536412856245456,False,678774000.0,1189898000.0,-0.012196065681276402,1.1951264732124876,406836000.0,unchecked,,0.0,general_dcf,0.09099928511366828,0.005347593497219964,True,0.0446,0.08954494668431524,0.048429902487494084,0.18381514211972322,72,1.0,,
REGN,"Regeneron Pharmaceuticals, Inc.",NASDAQ,common_stock,False,1991-04-02,Healthcare,Biotechnology,US,103021999.99999999,0.238,62837238680.00001,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,609.94,2026-06-18,62837238680.0,678236538.8712121,True,8,2025,ttm,2026-04-29,discrete,ok,14919600000.0,0.1146107805044887,0.3346876922932799,0.8454516206868817,0.24324378669669428,3629100000.0,0.0,0.3573214670473511,5331093359.75966,4797984023.783694,3187931978.813692,29.600111223896864,0.09192569052894495,0.1,0.12871126768888835,-0.5041851875039128,-6047500000.0,2706200000.0,True,75.60625,-1.450552877119762,0.06920152091254753,-1.0997984190740768,-0.28887570917630995,False,374300000.0,3191500000.0,-0.01733245212203738,1.1052187617927145,107700000.0,unchecked,,0.0,general_dcf,0.11692287763560993,0.09056122448098396,True,0.0446,0.06894103317021755,0.05364,0.059770234518670806,50,1.0,,
PCAR,PACCAR Inc,NASDAQ,common_stock,False,1980-03-17,Industrials,Industrial - Machinery,US,526286229.0037831,0.992,62601746939.55,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,118.95,2026-06-18,62601746940.0,352919407.67848486,True,8,2025,ttm,2026-04-29,discrete,ok,27237400000.0,0.027683097680262003,0.19083699838306503,0.1511451166410891,0.09676767973448273,2635700000.0,0.0,0.11531679288096988,3140929614.416129,2455605105.9700317,1754124732.4757931,3.325985461653002,0.046642836757691895,0.2181916160427852,0.07973302626910145,,6087300000.0,14945600000.0,True,123.74178403755869,1.7603018998872213,0.0,-0.8478236715044128,1.687378204032734,False,1429500000.0,36600000.0,0.0025729235493343605,1.1150648726573762,527400000.0,unchecked,,0.0,general_dcf,0.1085132331971792,0.0722021660872527,True,0.0446,0.08502530011365143,0.04659577968385,-0.005292273844549986,50,1.0,,
